rating_id,order_id,customer_id,restaurant_id,rating,review_text,review_timestamp
237,2573,1310,5,2,Eum perferendis debitis mollitia deserunt eligendi facere exercitationem sit.,2023-04-24 09:58:00
238,10427,1554,5,2,Modi occaecati maxime iure ducimus.,2023-03-30 15:10:00
239,310,293,28,5,Vel omnis corrupti magni libero suscipit ab accusamus fugiat.,2023-06-09 22:37:00
240,11793,1398,3,2,Amet quae recusandae placeat ipsum et numquam maiores labore.,2023-05-20 02:14:00
241,3989,268,41,3,Tempore dolorum aliquam itaque nemo quis vel accusamus necessitatibus.,2023-04-10 03:53:00
242,3554,810,4,2,Fugiat maiores reiciendis modi laboriosam.,2023-04-12 11:37:00
243,5942,1009,34,4,Omnis vitae fugit voluptatibus consequuntur inventore quas sunt nisi.,2023-09-03 11:24:00
244,8416,595,18,3,Autem sunt tempore est nostrum.,2023-01-28 03:29:00
245,7991,672,4,4,Aspernatur fuga maxime laboriosam quaerat vitae quasi.,2023-11-22 06:46:00
246,7547,219,38,4,Odio ipsa incidunt suscipit eaque saepe delectus quaerat laudantium.,2023-05-15 06:11:00
247,6533,1783,6,5,Expedita fugiat cum adipisci provident nisi.,2023-11-25 03:48:00
248,10280,1380,6,2,Corrupti qui sed itaque quaerat dolore.,2023-12-19 14:34:00
249,8196,278,34,3,Cum nostrum totam sunt eligendi architecto.,2023-07-06 05:10:00
250,10192,253,41,5,Eum possimus in et beatae cumque eos quia dolorum nihil.,2023-12-16 17:35:00
251,7192,1696,29,2,Nostrum laudantium ad quia quia dolorem expedita quis.,2023-04-16 13:20:00
252,7931,584,16,3,Laudantium laboriosam iusto labore recusandae excepturi reprehenderit provident libero.,2023-10-26 06:47:00
253,11888,1572,10,4,At architecto natus modi doloremque reiciendis.,2023-12-09 09:16:00
254,5777,836,3,5,Nostrum saepe non a perspiciatis eum corrupti.,2023-11-03 23:39:00
255,6225,365,35,3,Harum possimus dolores necessitatibus magni nisi libero corporis.,2023-04-14 19:50:00
256,9618,913,25,5,Libero quam mollitia repellat architecto occaecati.,2023-08-01 23:22:00
257,9476,281,26,4,Magni temporibus consectetur nemo unde delectus fugiat.,2023-01-12 15:12:00
258,6439,543,44,2,Delectus occaecati quos odit repellendus perspiciatis delectus velit.,2023-01-16 22:06:00
259,3842,1665,18,4,Excepturi vero dignissimos illum eligendi doloribus a.,2023-03-29 08:55:00
260,8497,4,24,4,Dolore sint quos non quae dolor voluptatum corporis.,2023-07-03 18:57:00
261,7449,273,29,5,Earum quibusdam autem perferendis aut officia blanditiis odit.,2023-01-14 10:55:00
262,10110,1636,30,5,Tempora nam nihil cumque eveniet nemo soluta.,2023-12-14 21:05:00
263,8765,1143,30,2,Minima iusto esse a hic sunt.,2023-11-25 11:08:00
264,7996,1177,21,5,Animi tempore necessitatibus distinctio corrupti nobis.,2023-12-03 12:40:00
265,6526,1643,2,2,Impedit ducimus necessitatibus reiciendis perferendis voluptatem doloribus nemo.,2023-09-08 07:07:00
266,7459,1776,35,2,A repellat quia ratione odio facilis aliquam veritatis voluptatum.,2023-11-08 23:50:00
267,11900,1959,15,3,Dolorum ipsam at officia ratione mollitia ad eos.,2023-08-12 22:34:00
268,3836,1187,49,3,Hic fuga corrupti error voluptatem fugit iusto architecto esse tenetur.,2023-05-17 11:08:00
269,2182,1531,10,2,Asperiores maxime corrupti inventore adipisci quibusdam est itaque minus quaerat.,2023-05-26 13:36:00
270,8615,27,21,3,Necessitatibus minima harum molestias mollitia dolores doloribus sequi distinctio.,2023-12-23 09:45:00
271,11501,1045,27,3,Eaque magni ipsum asperiores eius consequatur.,2023-08-22 07:15:00
272,132,1025,17,5,Modi alias nihil sed velit corporis sint aperiam perspiciatis expedita.,2023-11-21 04:14:00
273,5635,1459,21,3,Aspernatur maiores eos autem quibusdam rerum molestiae nulla commodi praesentium.,2023-03-09 13:23:00
274,5301,1806,38,4,Iusto voluptates quo dolores iste.,2023-09-12 20:07:00
