order_id,customer_id,restaurant_id,order_timestamp,delivery_timestamp,total_amount,delivery_rider_id,payment_method,order_status
69,1136,37,2023-08-10 10:00:00,2023-08-10 10:39:00,750,7,UPI,delivered
70,767,31,2023-11-15 12:00:00,2023-11-15 12:33:00,1088,84,Card,cancelled
71,1113,29,2023-12-14 15:00:00,2023-12-14 15:24:00,163,17,Cash,delivered
72,1986,31,2023-02-18 23:00:00,2023-02-18 23:22:00,1167,139,UPI,delivered
73,233,34,2023-08-03 18:00:00,2023-08-03 19:03:00,1017,7,UPI,delivered
74,441,4,2023-05-16 15:00:00,2023-05-16 15:45:00,918,103,Card,cancelled
75,1979,14,2023-03-08 07:00:00,2023-03-08 08:05:00,890,144,UPI,delivered
76,845,4,2023-09-28 22:00:00,2023-09-28 22:59:00,606,109,UPI,delivered
77,199,12,2023-06-25 22:00:00,2023-06-25 23:01:00,755,143,Card,delivered
78,1874,17,2023-03-15 09:00:00,2023-03-15 09:22:00,302,153,UPI,failed
79,547,18,2023-06-20 10:00:00,2023-06-20 11:09:00,317,74,Card,delivered
80,1546,20,2023-02-27 00:00:00,2023-02-27 00:45:00,972,141,Card,delivered
81,273,31,2023-07-15 06:00:00,2023-07-15 06:56:00,561,187,Card,delivered
82,1167,29,2023-07-19 13:00:00,2023-07-19 13:43:00,891,104,Card,delivered
83,680,37,2023-11-13 22:00:00,2023-11-13 22:50:00,244,28,UPI,delivered
84,1816,20,2023-04-22 22:00:00,2023-04-22 22:30:00,691,60,Card,delivered
85,1276,47,2023-06-18 07:00:00,2023-06-18 07:59:00,1076,197,Card,delivered
86,1785,24,2023-03-05 23:00:00,2023-03-05 23:25:00,1101,145,Card,delivered
87,464,36,2023-01-19 23:00:00,2023-01-19 23:47:00,153,186,UPI,delivered
88,954,47,2023-10-17 23:00:00,2023-10-18 00:07:00,921,51,UPI,delivered
89,606,25,2023-01-22 21:00:00,2023-01-22 21:40:00,861,115,Card,delivered
90,510,13,2023-05-06 16:00:00,2023-05-06 16:30:00,682,90,Card,delivered
91,596,50,2023-10-12 02:00:00,2023-10-12 03:04:00,1042,186,Card,delivered
92,738,35,2023-03-30 21:00:00,2023-03-30 22:09:00,703,177,Card,delivered
93,1219,48,2023-01-12 00:00:00,2023-01-12 00:56:00,515,115,UPI,failed
94,853,48,2023-06-11 10:00:00,2023-06-11 10:28:00,1056,154,UPI,delivered
95,1105,39,2023-07-03 18:00:00,2023-07-03 19:04:00,347,187,Card,cancelled
96,322,7,2023-08-27 04:00:00,2023-08-27 05:01:00,840,105,UPI,failed
97,1817,16,2023-02-24 16:00:00,2023-02-24 16:21:00,1047,65,UPI,delivered
98,1625,46,2023-04-16 16:00:00,2023-04-16 16:51:00,1003,59,Card,delivered
99,674,6,2023-03-27 03:00:00,2023-03-27 03:20:00,446,104,Card,delivered
100,221,21,2023-05-12 04:00:00,2023-05-12 04:53:00,361,101,Card,delivered
101,1368,47,2023-09-18 07:00:00,2023-09-18 07:44:00,767,58,Cash,delivered
102,684,33,2023-02-02 12:00:00,2023-02-02 12:28:00,1161,127,Card,delivered
103,1162,39,2023-01-19 10:00:00,2023-01-19 10:55:00,994,189,UPI,delivered
104,898,19,2023-05-29 04:00:00,2023-05-29 04:47:00,991,53,UPI,delivered
105,847,36,2023-01-17 14:00:00,2023-01-17 14:30:00,160,136,UPI,delivered
106,394,3,2023-09-21 17:00:00,2023-09-21 17:40:00,1178,189,UPI,delivered
107,685,47,2023-03-21 18:00:00,2023-03-21 18:47:00,782,24,UPI,delivered
108,372,43,2023-07-14 00:00:00,2023-07-14 00:47:00,859,97,UPI,cancelled
109,1091,35,2023-03-20 19:00:00,2023-03-20 19:51:00,299,142,Card,delivered
110,601,19,2023-01-19 09:00:00,2023-01-19 09:25:00,844,66,Card,delivered
111,1552,3,2023-02-07 02:00:00,2023-02-07 02:56:00,748,65,Card,delivered
112,368,46,2023-06-15 04:00:00,2023-06-15 04:43:00,1090,63,Card,delivered
113,1210,13,2023-09-28 16:00:00,2023-09-28 16:35:00,1052,162,Card,delivered
114,1880,47,2023-04-12 22:00:00,2023-04-12 22:41:00,230,82,UPI,delivered
115,389,46,2023-09-04 23:00:00,2023-09-04 23:29:00,1013,36,UPI,delivered
116,1436,18,2023-02-11 04:00:00,2023-02-11 05:09:00,330,12,UPI,delivered
117,1417,10,2023-08-26 10:00:00,2023-08-26 10:50:00,1053,49,Card,delivered
118,1773,24,2023-07-14 23:00:00,2023-07-14 23:42:00,466,35,UPI,delivered
119,506,10,2023-09-01 12:00:00,2023-09-01 12:55:00,394,192,UPI,delivered
120,436,29,2023-04-07 05:00:00,2023-04-07 05:21:00,975,57,UPI,delivered
121,1609,11,2023-09-08 21:00:00,2023-09-08 21:29:00,393,85,UPI,delivered
122,1853,42,2023-04-01 08:00:00,2023-04-01 08:31:00,547,161,UPI,cancelled
123,1271,19,2023-05-04 20:00:00,2023-05-04 21:09:00,848,145,UPI,delivered
124,421,28,2023-03-01 17:00:00,2023-03-01 17:28:00,703,8,Card,delivered
125,130,35,2023-09-30 23:00:00,2023-09-30 23:26:00,740,46,UPI,delivered
126,415,16,2023-07-17 14:00:00,2023-07-17 14:21:00,1194,129,UPI,delivered
127,1955,4,2023-12-02 07:00:00,2023-12-02 07:20:00,607,185,UPI,delivered
128,1250,19,2023-07-12 11:00:00,2023-07-12 11:26:00,1113,60,Card,delivered
129,79,8,2023-09-01 19:00:00,2023-09-01 19:21:00,169,41,Card,cancelled
130,270,14,2023-12-29 14:00:00,2023-12-29 15:01:00,414,26,UPI,failed
131,1316,9,2023-05-14 11:00:00,2023-05-14 12:00:00,907,82,UPI,delivered
132,1025,17,2023-11-21 04:00:00,2023-11-21 04:50:00,921,20,UPI,delivered
133,228,50,2023-03-03 04:00:00,2023-03-03 04:53:00,371,78,Card,delivered
134,815,26,2023-07-26 14:00:00,2023-07-26 14:52:00,626,148,Card,delivered
135,1727,28,2023-09-08 21:00:00,2023-09-08 22:04:00,1014,98,UPI,delivered
136,1800,38,2023-06-12 08:00:00,2023-06-12 08:36:00,423,155,UPI,delivered
137,1678,2,2023-05-05 07:00:00,2023-05-05 07:54:00,439,31,UPI,delivered
138,655,22,2023-12-13 17:00:00,2023-12-13 17:21:00,169,169,UPI,delivered
139,175,9,2023-08-03 19:00:00,2023-08-03 19:37:00,988,52,UPI,delivered
140,406,49,2023-06-09 13:00:00,2023-06-09 14:02:00,1166,185,Card,delivered
141,1171,38,2023-05-20 17:00:00,2023-05-20 17:21:00,206,78,UPI,delivered
142,1645,36,2023-03-13 17:00:00,2023-03-13 17:52:00,514,37,UPI,delivered
143,974,42,2023-08-06 23:00:00,2023-08-06 23:48:00,837,164,UPI,delivered
144,497,12,2023-12-23 19:00:00,2023-12-23 19:44:00,1176,114,UPI,delivered
145,1479,5,2023-09-13 22:00:00,2023-09-13 22:29:00,561,43,UPI,delivered
146,1526,27,2023-09-03 04:00:00,2023-09-03 04:33:00,683,145,UPI,delivered
147,1973,40,2023-03-20 21:00:00,2023-03-20 21:53:00,258,63,Card,failed
148,1727,46,2023-12-29 17:00:00,2023-12-29 17:53:00,244,165,Cash,delivered
149,722,7,2023-07-13 01:00:00,2023-07-13 02:09:00,307,19,Card,delivered
150,1065,3,2023-08-20 05:00:00,2023-08-20 05:52:00,521,102,UPI,cancelled
151,1238,50,2023-11-05 11:00:00,2023-11-05 11:55:00,1073,133,UPI,delivered
152,101,31,2023-01-14 19:00:00,2023-01-14 19:44:00,377,119,UPI,delivered
153,1226,34,2023-01-26 13:00:00,2023-01-26 13:33:00,1163,105,UPI,delivered
154,358,34,2023-12-30 09:00:00,2023-12-30 10:03:00,1108,157,UPI,delivered
155,1117,40,2023-04-11 03:00:00,2023-04-11 03:49:00,1007,109,Card,delivered
156,641,41,2023-10-29 19:00:00,2023-10-29 20:03:00,1185,7,UPI,delivered
157,238,26,2023-12-28 09:00:00,2023-12-28 09:23:00,387,133,Card,delivered
158,1709,14,2023-04-14 04:00:00,2023-04-14 04:56:00,167,168,UPI,delivered
159,1008,27,2023-02-16 10:00:00,2023-02-16 10:38:00,1024,200,Card,delivered
160,1206,14,2023-09-01 19:00:00,2023-09-01 19:41:00,922,137,Card,delivered
161,205,24,2023-04-15 17:00:00,2023-04-15 17:26:00,382,156,UPI,delivered
162,1830,20,2023-01-03 23:00:00,2023-01-03 23:27:00,936,116,Cash,delivered
163,1388,20,2023-05-04 23:00:00,2023-05-04 23:52:00,940,163,UPI,delivered
164,288,17,2023-12-21 08:00:00,2023-12-21 09:06:00,1144,43,UPI,delivered
165,982,29,2023-11-06 17:00:00,2023-11-06 17:54:00,746,140,UPI,delivered
166,968,14,2023-06-23 21:00:00,2023-06-23 22:02:00,893,132,UPI,delivered
167,256,16,2023-10-22 22:00:00,2023-10-22 23:04:00,735,70,UPI,delivered
168,712,35,2023-01-22 16:00:00,2023-01-22 17:01:00,1074,192,UPI,delivered
169,1797,27,2023-08-10 00:00:00,2023-08-10 00:28:00,351,184,Card,delivered
170,451,31,2023-03-19 15:00:00,2023-03-19 15:40:00,631,130,Cash,delivered
171,1815,6,2023-11-01 17:00:00,2023-11-01 18:02:00,318,25,UPI,delivered
172,690,11,2023-03-15 13:00:00,2023-03-15 13:58:00,717,97,Card,delivered
173,324,3,2023-06-08 16:00:00,2023-06-08 16:42:00,863,177,UPI,delivered
174,1429,41,2023-07-24 23:00:00,2023-07-24 23:23:00,649,120,UPI,delivered
175,1315,33,2023-10-17 22:00:00,2023-10-17 22:28:00,725,172,UPI,delivered
176,1700,4,2023-04-08 23:00:00,2023-04-08 23:36:00,1141,88,UPI,delivered
177,230,30,2023-08-07 11:00:00,2023-08-07 11:57:00,1081,158,Card,failed
178,1265,4,2023-03-30 03:00:00,2023-03-30 03:42:00,921,165,UPI,cancelled
179,249,19,2023-11-22 21:00:00,2023-11-22 22:07:00,1194,33,Card,delivered
180,1194,16,2023-12-02 15:00:00,2023-12-02 16:05:00,604,157,Card,delivered
181,15,21,2023-01-10 14:00:00,2023-01-10 15:08:00,532,110,UPI,delivered
182,261,3,2023-03-19 23:00:00,2023-03-19 23:48:00,537,87,Cash,delivered
183,857,11,2023-11-11 12:00:00,2023-11-11 12:52:00,442,154,Card,delivered
184,1929,3,2023-08-02 18:00:00,2023-08-02 18:42:00,719,13,Card,delivered
185,1506,3,2023-04-01 10:00:00,2023-04-01 10:40:00,1093,81,Card,delivered
186,261,2,2023-12-28 18:00:00,2023-12-28 18:22:00,490,114,UPI,delivered
187,824,39,2023-07-01 07:00:00,2023-07-01 07:46:00,738,6,Card,delivered
188,1845,40,2023-09-10 15:00:00,2023-09-10 15:26:00,911,22,Cash,delivered
189,523,50,2023-05-26 22:00:00,2023-05-26 22:30:00,772,95,Card,delivered
190,1413,36,2023-05-06 14:00:00,2023-05-06 15:00:00,417,181,Card,delivered
191,185,50,2023-07-12 00:00:00,2023-07-12 00:36:00,861,170,UPI,delivered
192,1339,44,2023-09-23 22:00:00,2023-09-23 23:05:00,432,41,UPI,delivered
193,376,36,2023-08-21 04:00:00,2023-08-21 04:24:00,984,99,UPI,delivered
194,1506,8,2023-09-14 13:00:00,2023-09-14 13:40:00,915,9,UPI,delivered
195,1359,22,2023-12-21 05:00:00,2023-12-21 05:43:00,1064,103,Card,delivered
196,835,49,2023-04-09 10:00:00,2023-04-09 10:24:00,517,135,UPI,delivered
197,1275,26,2023-09-08 02:00:00,2023-09-08 02:48:00,1175,111,UPI,delivered
198,569,32,2023-08-21 20:00:00,2023-08-21 21:06:00,937,162,UPI,delivered
199,1855,42,2023-07-26 09:00:00,2023-07-26 10:08:00,262,76,UPI,failed
200,1294,13,2023-12-28 08:00:00,2023-12-28 08:50:00,209,105,UPI,cancelled
201,1908,35,2023-03-03 15:00:00,2023-03-03 15:28:00,437,200,UPI,delivered
202,1155,2,2023-03-31 17:00:00,2023-03-31 18:05:00,670,200,Card,delivered
203,99,3,2023-09-12 18:00:00,2023-09-12 18:30:00,423,188,UPI,delivered
204,863,11,2023-10-08 14:00:00,2023-10-08 14:49:00,172,132,UPI,delivered
205,1689,38,2023-02-12 13:00:00,2023-02-12 13:40:00,1084,97,Card,delivered
206,757,33,2023-10-24 14:00:00,2023-10-24 14:30:00,338,92,Card,delivered
207,1476,25,2023-05-16 13:00:00,2023-05-16 13:26:00,174,10,UPI,delivered
208,1707,30,2023-09-06 08:00:00,2023-09-06 08:53:00,740,34,Card,delivered
209,1136,7,2023-04-14 06:00:00,2023-04-14 06:54:00,204,126,Card,delivered
210,1002,31,2023-12-09 20:00:00,2023-12-09 20:45:00,728,73,Card,delivered
211,93,33,2023-07-15 07:00:00,2023-07-15 08:09:00,992,10,UPI,cancelled
212,863,28,2023-11-02 07:00:00,2023-11-02 07:55:00,370,186,UPI,failed
213,1199,32,2023-09-20 17:00:00,2023-09-20 17:31:00,1153,21,UPI,delivered
214,1628,8,2023-12-14 10:00:00,2023-12-14 10:56:00,484,117,UPI,delivered
215,1003,2,2023-12-09 22:00:00,2023-12-09 23:07:00,1087,140,Card,delivered
216,430,37,2023-09-23 13:00:00,2023-09-23 13:52:00,334,33,Card,delivered
217,1887,38,2023-09-07 20:00:00,2023-09-07 20:24:00,721,86,UPI,delivered
218,1674,27,2023-05-16 09:00:00,2023-05-16 09:51:00,1020,80,UPI,delivered
219,194,29,2023-10-15 18:00:00,2023-10-15 18:57:00,863,57,Card,delivered
220,970,20,2023-05-02 16:00:00,2023-05-02 17:03:00,639,73,Card,delivered
221,540,20,2023-10-16 01:00:00,2023-10-16 01:27:00,1109,12,UPI,delivered
222,437,41,2023-01-04 16:00:00,2023-01-04 16:22:00,850,95,Card,delivered
223,1222,5,2023-03-29 00:00:00,2023-03-29 01:08:00,433,147,UPI,delivered
224,1046,21,2023-02-13 21:00:00,2023-02-13 21:39:00,153,133,Card,delivered
225,1605,50,2023-02-16 00:00:00,2023-02-16 00:34:00,323,169,UPI,delivered
226,1345,40,2023-12-03 16:00:00,2023-12-03 16:59:00,489,36,Card,delivered
227,1842,33,2023-07-10 13:00:00,2023-07-10 13:49:00,469,116,UPI,delivered
228,943,10,2023-02-20 04:00:00,2023-02-20 05:06:00,974,51,Cash,delivered
229,310,6,2023-06-22 00:00:00,2023-06-22 00:46:00,737,153,Card,delivered
230,491,32,2023-11-14 14:00:00,2023-11-14 14:26:00,771,112,UPI,delivered
231,527,41,2023-10-14 17:00:00,2023-10-14 17:41:00,723,26,UPI,delivered
232,1373,28,2023-09-23 16:00:00,2023-09-23 16:43:00,220,29,Card,cancelled
233,520,14,2023-01-23 11:00:00,2023-01-23 11:30:00,347,122,UPI,delivered
234,336,38,2023-04-09 17:00:00,2023-04-09 17:45:00,455,175,Cash,delivered
235,1583,6,2023-10-02 09:00:00,2023-10-02 09:55:00,869,180,UPI,delivered
236,1784,3,2023-07-26 07:00:00,2023-07-26 07:39:00,340,171,Cash,delivered
237,1,5,2023-02-01 11:00:00,2023-02-01 11:25:00,624,30,Card,delivered
238,828,22,2023-07-01 14:00:00,2023-07-01 14:33:00,252,110,UPI,delivered
239,1092,29,2023-01-26 15:00:00,2023-01-26 15:22:00,307,136,UPI,delivered
240,1640,34,2023-03-03 19:00:00,2023-03-03 19:20:00,952,29,Cash,delivered
241,1723,49,2023-09-16 20:00:00,2023-09-16 21:06:00,992,165,UPI,failed
242,891,18,2023-09-11 04:00:00,2023-09-11 04:40:00,423,34,UPI,delivered
243,1836,37,2023-06-01 23:00:00,2023-06-01 23:50:00,468,83,Card,delivered
244,585,4,2023-07-17 13:00:00,2023-07-17 13:21:00,693,55,Card,delivered
245,658,30,2023-11-05 22:00:00,2023-11-05 22:20:00,927,131,UPI,delivered
246,341,47,2023-10-28 05:00:00,2023-10-28 06:00:00,603,56,UPI,failed
247,1410,29,2023-03-05 03:00:00,2023-03-05 03:48:00,883,22,UPI,delivered
248,432,11,2023-05-02 19:00:00,2023-05-02 20:09:00,1090,6,UPI,delivered
249,1321,19,2023-04-19 14:00:00,2023-04-19 14:58:00,798,183,UPI,delivered
250,1317,2,2023-10-18 02:00:00,2023-10-18 02:59:00,166,7,Card,delivered
251,1602,25,2023-02-13 10:00:00,2023-02-13 10:33:00,679,160,Cash,delivered
252,251,8,2023-03-15 03:00:00,2023-03-15 03:22:00,568,111,Card,cancelled
253,813,8,2023-11-17 04:00:00,2023-11-17 04:49:00,458,103,UPI,cancelled
254,543,37,2023-05-12 16:00:00,2023-05-12 17:03:00,268,151,UPI,delivered
255,747,15,2023-03-28 16:00:00,2023-03-28 16:27:00,982,158,UPI,delivered
256,1734,45,2023-12-09 17:00:00,2023-12-09 18:07:00,1024,123,Cash,delivered
257,556,11,2023-06-17 01:00:00,2023-06-17 01:39:00,783,161,Cash,delivered
258,1594,8,2023-09-29 05:00:00,2023-09-29 05:35:00,501,27,Card,delivered
259,460,45,2023-11-27 16:00:00,2023-11-27 16:49:00,924,42,Card,delivered
260,540,28,2023-07-13 04:00:00,2023-07-13 04:53:00,996,21,UPI,delivered
261,1632,43,2023-04-11 02:00:00,2023-04-11 03:02:00,367,167,UPI,delivered
262,911,46,2023-11-10 19:00:00,2023-11-10 19:22:00,385,67,UPI,delivered
263,38,8,2023-12-29 18:00:00,2023-12-29 18:41:00,507,133,UPI,delivered
264,1413,29,2023-07-03 19:00:00,2023-07-03 19:51:00,286,54,Card,delivered
265,797,46,2023-11-19 11:00:00,2023-11-19 11:30:00,1134,198,Cash,cancelled
266,1364,24,2023-07-13 19:00:00,2023-07-13 19:24:00,951,173,Cash,delivered
267,1819,18,2023-11-30 10:00:00,2023-11-30 10:23:00,552,145,Cash,delivered
268,540,10,2023-11-11 13:00:00,2023-11-11 13:42:00,309,69,UPI,delivered
269,1980,33,2023-08-20 11:00:00,2023-08-20 11:25:00,848,102,UPI,delivered
270,1921,9,2023-12-27 07:00:00,2023-12-27 08:00:00,685,94,Cash,delivered
271,730,32,2023-05-29 11:00:00,2023-05-29 12:06:00,967,31,Card,delivered
272,1434,25,2023-11-15 12:00:00,2023-11-15 13:01:00,189,98,UPI,delivered
273,1503,14,2023-12-05 14:00:00,2023-12-05 14:55:00,650,156,UPI,delivered
274,1004,49,2023-03-08 05:00:00,2023-03-08 05:22:00,354,37,UPI,delivered
275,1498,2,2023-04-02 05:00:00,2023-04-02 05:57:00,1028,122,UPI,delivered
276,84,5,2023-03-15 00:00:00,2023-03-15 00:56:00,247,147,UPI,delivered
277,947,38,2023-06-16 05:00:00,2023-06-16 05:49:00,976,154,Card,delivered
278,1919,31,2023-03-31 18:00:00,2023-03-31 18:56:00,298,76,Cash,delivered
279,1155,27,2023-02-02 18:00:00,2023-02-02 18:48:00,274,84,Card,delivered
280,1461,36,2023-10-27 22:00:00,2023-10-27 22:41:00,681,133,UPI,delivered
281,152,14,2023-07-01 08:00:00,2023-07-01 08:29:00,1095,146,UPI,delivered
282,1596,25,2023-09-01 14:00:00,2023-09-01 15:04:00,780,89,Card,delivered
283,875,21,2023-01-01 22:00:00,2023-01-01 22:50:00,328,164,Card,delivered
284,540,8,2023-06-19 21:00:00,2023-06-19 21:40:00,929,18,UPI,delivered
285,231,14,2023-02-14 10:00:00,2023-02-14 10:21:00,449,64,UPI,delivered
286,124,30,2023-02-08 18:00:00,2023-02-08 19:02:00,1057,166,UPI,delivered
287,34,40,2023-05-19 17:00:00,2023-05-19 18:00:00,1193,176,UPI,delivered
288,1188,44,2023-03-03 20:00:00,2023-03-03 20:39:00,718,178,UPI,delivered
289,1697,3,2023-01-24 19:00:00,2023-01-24 19:37:00,483,51,UPI,cancelled
290,1206,44,2023-02-26 13:00:00,2023-02-26 13:56:00,314,135,Cash,delivered
291,1534,11,2023-04-09 18:00:00,2023-04-09 18:46:00,454,145,UPI,delivered
292,863,5,2023-11-03 13:00:00,2023-11-03 14:05:00,663,67,Card,delivered
293,1663,7,2023-03-31 17:00:00,2023-03-31 18:03:00,1084,78,Card,delivered
294,962,40,2023-02-19 21:00:00,2023-02-19 21:38:00,1040,95,UPI,delivered
295,1050,27,2023-07-07 08:00:00,2023-07-07 08:46:00,447,40,UPI,delivered
296,670,42,2023-02-22 09:00:00,2023-02-22 09:41:00,326,106,Cash,delivered
297,1448,33,2023-02-25 16:00:00,2023-02-25 17:08:00,1096,18,Cash,delivered
298,1869,39,2023-06-21 12:00:00,2023-06-21 12:37:00,1196,64,UPI,delivered
299,1565,32,2023-01-29 22:00:00,2023-01-29 22:51:00,238,200,UPI,delivered
300,876,34,2023-06-04 18:00:00,2023-06-04 19:08:00,435,180,Cash,delivered
301,1434,4,2023-05-22 07:00:00,2023-05-22 07:43:00,695,76,UPI,delivered
302,80,13,2023-02-01 01:00:00,2023-02-01 01:42:00,590,26,UPI,delivered
303,1758,28,2023-06-13 14:00:00,2023-06-13 14:34:00,954,1,UPI,delivered
304,1853,25,2023-01-13 10:00:00,2023-01-13 10:37:00,407,158,Card,delivered
305,17,2,2023-07-23 14:00:00,2023-07-23 14:49:00,338,78,UPI,delivered
306,1316,11,2023-10-11 01:00:00,2023-10-11 01:45:00,1132,158,UPI,cancelled
307,1611,12,2023-02-09 20:00:00,2023-02-09 20:28:00,505,8,Card,delivered
308,921,44,2023-03-12 09:00:00,2023-03-12 09:47:00,1195,8,Cash,delivered
309,8,6,2023-04-27 13:00:00,2023-04-27 13:23:00,1008,34,UPI,delivered
310,293,28,2023-06-09 21:00:00,2023-06-09 22:01:00,582,139,Cash,delivered
311,1847,35,2023-09-16 12:00:00,2023-09-16 12:56:00,1020,169,Card,delivered
312,930,15,2023-05-29 06:00:00,2023-05-29 06:50:00,586,89,UPI,delivered
