order_item_id,order_id,item_id,quantity,item_price
196,98,684,1,374
197,98,687,3,499
198,99,85,3,167
199,99,87,2,311
200,99,81,3,414
201,100,315,2,193
202,101,696,1,162
203,102,484,2,290
204,102,487,1,149
205,103,580,3,237
206,103,576,3,131
207,103,581,3,104
208,104,281,3,129
209,105,531,1,108
210,105,540,2,459
211,105,538,2,379
212,106,34,3,422
213,107,700,3,199
214,107,692,1,450
215,108,631,1,237
216,109,525,2,469
217,109,518,1,181
218,110,281,2,129
219,110,285,2,397
220,110,277,1,171
221,111,35,1,214
222,111,44,1,317
223,111,32,3,100
224,112,685,1,82
225,112,686,1,254
226,113,190,3,408
227,113,194,1,426
228,114,701,2,428
229,115,687,3,499
230,115,682,1,257
231,116,260,2,348
232,117,138,2,473
233,117,150,2,217
234,117,137,3,225
235,118,349,3,485
236,118,359,3,164
237,119,143,3,387
238,119,141,2,383
239,120,426,2,243
240,120,427,2,288
241,120,425,1,96
242,121,160,1,397
243,121,163,1,247
244,121,156,1,426
245,122,619,2,265
246,122,621,1,236
247,123,274,2,382
248,124,406,2,88
249,124,409,1,373
250,125,522,1,477
251,125,521,2,402
252,125,513,1,128
253,126,238,2,377
254,126,237,2,457
255,127,47,3,87
256,128,279,1,440
257,129,117,2,206
258,129,108,2,120
259,129,107,3,419
260,130,207,3,244
261,131,131,1,180
262,132,246,1,154
263,133,750,3,173
264,134,382,2,356
265,134,390,3,232
266,134,379,2,217
267,135,409,1,373
268,136,558,1,249
269,136,560,2,396
270,137,23,3,409
271,138,316,1,267
272,138,319,3,445
273,139,121,3,208
274,139,130,3,497
275,139,129,1,273
276,140,731,2,467
277,140,733,3,286
278,140,734,1,299
279,141,567,3,195
280,141,560,2,396
281,142,532,2,486
282,143,619,1,265
283,143,625,2,198
284,144,180,3,340
285,144,169,2,219
286,144,168,1,319
287,145,69,2,421
288,145,74,3,374
289,145,62,2,457
290,146,398,2,85
291,147,599,3,242
292,148,683,1,378
293,148,684,1,374
294,148,680,2,441
295,149,105,3,192
296,149,97,1,108
297,149,99,3,158
298,150,41,1,293
299,150,40,2,179
300,150,37,1,369
301,151,749,1,211
302,152,464,1,207
303,153,509,3,114
304,153,502,3,307
305,154,510,1,333
306,155,595,2,247
307,156,610,1,152
308,156,609,1,485
309,156,607,2,353
310,157,377,3,398
311,158,205,3,235
312,158,203,2,319
313,159,401,2,466
314,159,391,2,325
315,159,403,2,466
316,160,209,2,212
317,160,208,1,377
318,160,199,3,297
319,161,348,2,148
320,162,293,1,397
321,163,291,1,112
322,163,297,1,246
323,163,292,3,343
324,164,249,3,134
325,164,241,2,175
326,164,245,2,267
327,165,431,2,354
328,166,206,2,378
329,166,208,2,377
330,167,235,2,451
331,168,518,1,181
332,169,401,1,466
333,169,402,3,338
334,170,464,3,207
335,170,453,2,153
336,171,83,1,376
337,171,85,2,167
338,171,84,3,492
339,172,153,2,171
340,172,162,2,439
341,173,39,1,171
342,173,45,3,236
343,174,613,2,392
344,174,609,1,485
345,175,484,1,290
346,175,481,1,159
347,176,60,3,202
348,176,59,1,323
349,176,55,2,100
350,177,442,1,192
351,178,53,2,204
352,179,271,1,233
353,179,281,3,129
354,180,236,3,478
355,180,228,1,477
356,180,230,3,368
357,181,303,2,346
358,181,313,3,356
359,181,312,3,273
360,182,45,2,236
361,182,33,2,433
362,183,162,1,439
363,183,152,3,352
364,183,153,1,171
365,184,45,1,236
366,184,40,2,179
367,184,36,2,142
368,185,33,3,433
369,185,36,3,142
370,186,30,1,96
371,186,23,1,409
372,187,579,2,105
373,187,576,2,131
374,188,599,3,242
375,189,738,3,86
376,189,737,1,393
377,189,741,1,407
378,190,531,1,108
379,190,536,2,311
380,191,744,2,337
381,191,745,2,381
382,191,746,2,160
383,192,650,3,434
384,193,526,1,310
385,193,536,1,311
386,194,113,1,216
387,194,110,3,424
388,195,325,2,437
389,195,321,1,290
390,196,725,3,258
391,196,727,1,482
392,196,732,2,261
393,197,381,1,145
394,197,386,2,435
395,197,379,2,217
396,198,472,3,155
397,198,474,1,192
398,198,473,3,254
399,199,630,2,353
400,199,627,1,317
401,200,188,1,462
402,200,195,3,342
403,201,519,2,432
404,201,511,2,416
405,201,522,3,477
406,202,19,2,188
407,202,30,2,96
408,202,22,1,111
409,203,35,2,214
410,203,31,3,487
411,204,153,2,171
412,204,157,2,268
413,205,567,2,195
414,206,491,1,87
415,206,487,3,149
416,207,364,1,262
417,207,372,2,437
418,207,373,3,232
419,208,446,2,439
420,208,439,3,83
421,208,437,2,295
422,209,98,1,231
423,210,465,3,92
424,210,451,2,460
425,211,494,1,346
426,212,411,2,491
427,212,419,3,282
428,213,472,3,155
429,214,119,1,475
430,214,117,3,206
431,214,109,3,381
432,215,16,3,296
433,215,17,1,204
434,215,23,3,409
435,216,549,1,226
436,217,562,2,339
437,217,564,2,85
438,217,561,3,413
439,218,404,3,463
440,218,395,1,171
441,218,401,1,466
442,219,425,2,96
443,219,422,3,131
444,220,289,1,354
445,221,286,1,81
446,221,292,3,343
447,221,288,3,177
448,222,611,2,127
449,222,602,2,331
450,222,614,1,317
451,223,75,1,167
452,224,308,1,383
453,224,304,3,156
454,225,741,3,407
455,226,597,2,479
456,227,484,3,290
457,227,488,3,149
458,227,486,3,90
459,228,141,2,383
460,228,150,1,217
461,228,142,2,102
462,229,90,2,200
463,229,76,1,452
464,229,81,2,414
465,230,471,1,168
466,230,468,2,287
467,230,472,3,155
468,231,607,1,353
469,231,614,1,317
470,231,615,3,273
471,232,417,2,483
472,233,200,2,479
473,234,565,3,138
474,234,559,1,204
475,234,556,2,476
476,235,82,1,302
477,235,84,2,492
478,235,89,2,423
479,236,36,1,142
480,236,31,2,487
481,237,71,1,398
482,238,316,1,267
483,238,330,1,429
484,238,320,3,220
485,239,424,2,447
486,240,502,3,307
487,240,496,2,379
488,241,727,2,482
489,241,731,1,467
490,241,735,1,277
491,242,259,2,383
492,242,270,2,378
493,243,541,1,414
494,244,59,1,323
495,244,49,3,347
496,245,445,1,444
497,245,441,1,333
498,245,449,1,115
499,246,701,2,428
500,246,704,2,322
501,247,426,1,243
502,248,155,2,476
503,248,165,1,337
504,248,162,3,439
505,249,276,1,255
506,249,278,3,269
507,249,277,1,171
508,250,17,3,204
509,251,371,1,260
510,252,118,1,393
511,252,115,1,120
512,253,110,2,424
513,254,555,1,451
514,254,550,1,400
515,255,215,2,82
516,255,220,3,181
517,256,667,1,131
518,257,158,1,281
519,258,116,2,323
520,259,673,1,333
521,259,672,2,460
522,260,419,1,282
523,260,416,2,411
524,261,635,2,204
525,261,633,3,217
526,262,684,1,374
527,262,676,1,439
528,262,688,3,156
529,263,108,2,120
530,263,117,2,206
531,264,424,3,447
532,264,422,1,131
533,265,690,1,441
534,265,684,3,374
535,266,349,3,485
536,266,348,1,148
537,266,351,1,170
538,267,266,2,91
539,268,148,3,192
540,268,137,3,225
541,269,486,2,90
542,269,494,2,346
543,270,126,2,466
544,270,128,1,494
545,271,467,1,317
546,272,361,2,162
547,272,372,3,437
548,273,209,2,212
549,273,199,3,297
550,274,726,3,438
551,275,24,2,394
552,275,26,3,384
553,275,25,3,348
554,276,65,1,422
555,276,73,3,164
556,277,563,2,110
557,277,561,3,413
558,277,565,3,138
559,278,456,1,177
560,278,460,3,290
561,278,465,2,92
562,279,404,2,463
563,279,392,2,271
564,279,400,2,402
565,280,534,1,245
566,280,529,2,491
567,281,209,1,212
568,281,210,3,387
569,282,364,1,262
570,282,371,3,260
571,282,372,3,437
572,283,303,3,346
573,284,112,2,168
574,284,114,1,274
575,285,200,1,479
576,286,442,3,192
577,286,447,3,476
578,287,596,2,87
579,287,588,2,330
580,287,597,2,479
581,288,655,2,331
582,289,44,1,317
583,289,43,3,375
584,289,39,3,171
585,290,657,1,365
586,290,647,1,302
587,291,161,3,491
588,291,164,2,249
589,291,158,2,281
590,292,75,1,167
591,293,91,1,441
592,294,593,3,429
593,294,590,2,425
594,294,592,3,443
595,295,392,3,271
596,296,626,3,360
597,297,483,1,244
598,298,581,1,104
599,298,584,3,204
600,299,472,3,155
601,299,476,3,268
602,299,466,1,208
603,300,496,3,379
604,301,59,2,323
605,301,54,1,208
606,302,187,3,483
607,303,419,3,282
608,304,369,1,95
609,304,368,3,243
610,304,365,1,356
611,305,23,1,409
612,305,16,1,296
613,305,26,1,384
614,306,158,1,281
615,306,155,2,476
616,307,176,3,441
617,307,170,2,302
618,308,646,1,139
619,308,649,2,198
620,308,654,3,118
621,309,84,1,492
622,310,418,2,473
623,310,411,3,491
624,310,409,2,373
625,311,511,1,416
626,311,521,1,402
627,312,213,3,267
628,312,218,3,80
629,313,125,3,392
630,314,41,2,293
631,314,43,3,375
632,315,424,1,447
633,315,433,2,338
634,316,501,2,427
635,316,507,2,182
636,316,505,3,402
637,317,120,2,476
638,317,116,2,323
639,317,118,3,393
640,318,303,3,346
641,318,311,2,392
642,319,729,1,123
643,319,735,1,277
644,320,252,3,409
645,321,117,3,206
646,321,113,3,216
647,321,110,2,424
648,322,314,3,221
649,323,524,2,294
650,323,525,3,469
651,323,514,1,495
652,324,337,3,323
653,324,342,2,239
654,324,331,2,137
655,325,23,2,409
656,326,310,1,173
657,327,194,1,426
658,327,189,1,349
659,328,398,2,85
660,328,391,1,325
661,328,404,3,463
662,329,144,2,461
663,329,141,1,383
664,329,150,2,217
665,330,538,2,379
666,331,156,1,426
667,331,159,2,479
668,331,160,1,397
669,332,264,2,143
670,333,682,3,257
671,333,688,2,156
672,333,690,2,441
673,334,662,2,355
674,334,675,1,377
675,334,667,1,131
676,335,33,3,433
677,335,45,2,236
678,336,77,2,172
679,337,489,2,288
680,338,552,1,388
681,338,546,2,483
682,339,403,1,466
683,340,272,3,458
684,341,564,3,85
685,341,562,2,339
686,341,563,3,110
687,342,375,3,245
688,342,368,1,243
689,342,367,3,129
690,343,7,1,423
691,343,6,1,375
692,344,401,1,466
693,345,664,3,442
694,346,428,3,88
695,346,427,2,288
696,347,211,3,353
697,347,221,3,175
698,348,422,3,131
699,348,434,1,220
700,348,421,2,172
701,349,355,1,481
702,349,357,2,301
703,350,676,2,439
704,350,687,1,499
705,350,689,2,426
706,351,709,2,397
707,351,714,3,217
708,352,602,1,331
709,353,11,1,246
710,354,710,3,354
711,354,711,2,94
712,355,534,2,245
713,355,539,3,224
714,355,533,2,158
715,356,686,1,254
716,356,687,3,499
717,357,81,3,414
718,357,87,2,311
719,358,311,3,392
720,358,308,1,383
721,358,305,3,145
722,359,237,3,457
723,359,234,3,348
724,360,176,1,441
725,361,331,2,137
726,362,250,3,415
727,362,247,2,186
728,362,242,1,364
729,363,413,2,178
730,364,558,2,249
731,364,567,3,195
732,364,566,3,244
733,365,744,3,337
734,365,740,2,241
735,365,742,1,113
736,366,387,3,456
737,366,383,1,288
738,367,741,2,407
739,367,736,2,286
740,367,737,3,393
741,368,690,2,441
742,369,716,1,181
743,369,710,3,354
744,369,715,2,304
745,370,502,1,307
746,370,501,2,427
747,370,496,2,379
748,371,326,3,268
749,372,165,3,337
750,372,163,2,247
751,373,446,3,439
752,374,19,1,188
753,375,109,3,381
754,375,113,1,216
755,376,430,2,336
756,376,427,2,288
757,376,425,1,96
758,377,691,1,169
759,378,118,3,393
760,379,315,3,193
761,379,311,2,392
762,380,618,2,300
763,381,449,3,115
764,381,442,1,192
765,381,441,1,333
766,382,542,1,346
767,382,555,2,451
768,382,552,3,388
769,383,540,3,459
770,384,24,2,394
771,384,16,1,296
772,385,476,2,268
773,385,470,3,451
774,385,477,2,203
775,386,461,1,495
776,387,677,3,120
777,387,676,3,439
778,387,685,2,82
779,388,580,1,237
780,389,669,1,498
781,389,674,2,366
782,389,662,2,355
783,390,393,1,473
784,390,405,2,185
785,390,400,3,402
786,391,598,3,91
787,391,591,3,213
788,391,595,3,247
789,392,441,1,333
790,392,450,3,378
791,392,446,2,439
792,393,88,2,323
793,394,722,2,399
794,395,358,3,417
795,395,359,3,164
796,396,40,2,179
797,396,31,1,487
798,396,42,3,217
799,397,635,1,204
800,397,631,1,237
801,397,638,1,418
802,398,699,1,471
803,398,695,3,259
804,399,244,1,374
805,399,254,2,112
806,400,532,2,486
807,400,533,1,158
808,401,493,3,112
809,401,491,3,87
810,401,482,2,440
811,402,362,1,352
812,403,63,1,268
813,404,37,3,369
814,404,31,3,487
815,404,32,1,100
816,405,123,2,246
817,406,68,3,420
818,406,62,2,457
819,407,650,3,434
820,407,648,2,127
821,408,743,1,128
822,408,748,2,497
823,408,737,1,393
824,409,535,2,447
825,409,533,2,158
826,409,532,2,486
827,410,251,1,474
828,410,242,2,364
829,411,48,2,303
830,412,673,2,333
831,413,684,2,374
832,413,687,3,499
833,414,364,3,262
834,414,370,3,84
835,414,375,1,245
836,415,376,3,297
837,415,385,1,339
838,415,377,1,398
839,416,314,2,221
840,417,435,1,190
841,417,428,2,88
842,418,749,1,211
843,419,700,3,199
844,419,705,2,349
845,419,703,3,270
846,420,422,3,131
847,421,702,1,126
848,421,705,2,349
849,421,696,1,162
850,422,352,2,418
851,422,359,2,164
852,423,91,3,441
853,423,102,3,124
854,424,515,1,346
855,424,522,2,477
856,424,513,1,128
857,425,302,2,482
858,425,306,1,228
859,426,711,3,94
860,426,720,3,410
861,426,708,2,272
862,427,412,3,437
863,428,495,3,368
864,428,481,1,159
865,429,559,2,204
866,430,642,2,124
867,431,164,2,249
868,432,76,2,452
869,432,81,1,414
870,433,90,1,200
871,433,77,2,172
872,433,86,2,205
873,434,713,2,145
874,434,714,2,217
875,434,716,2,181
876,435,260,2,348
877,435,263,1,183
878,436,113,3,216
879,436,106,2,120
880,436,108,2,120
881,437,233,3,359
882,437,230,1,368
883,437,234,3,348
884,438,41,1,293
885,438,43,1,375
886,439,396,1,272
887,439,400,3,402
888,439,392,2,271
889,440,78,1,310
890,440,82,2,302
891,440,81,3,414
892,441,520,1,213
893,442,580,3,237
894,443,87,1,311
895,443,80,1,488
896,444,179,1,129
897,445,636,3,162
898,446,396,1,272
899,447,391,1,325
900,447,401,2,466
901,448,273,3,221
902,448,275,1,415
903,448,279,2,440
904,449,202,3,471
905,449,196,3,374
906,449,204,2,140
907,450,635,2,204
908,450,641,1,99
909,451,105,1,192
910,451,99,1,158
911,451,93,2,252
912,452,527,3,325
913,452,539,2,224
914,453,714,1,217
915,453,718,3,96
916,454,170,2,302
917,454,171,2,268
918,454,168,1,319
919,455,397,2,456
920,456,407,1,397
921,456,412,3,437
922,456,418,1,473
923,457,92,2,316
924,457,104,1,334
925,457,97,1,108
926,458,643,3,478
927,459,662,1,355
928,459,661,2,491
929,459,664,3,442
930,460,616,1,172
931,460,630,1,353
932,460,618,2,300
933,461,721,2,193
934,461,731,1,467
935,462,258,1,276
936,463,742,1,113
937,463,738,2,86
938,464,544,3,447
939,464,541,2,414
940,465,226,2,205
941,465,236,1,478
942,465,230,3,368
943,466,527,1,325
944,466,538,3,379
945,466,534,2,245
946,467,175,1,476
947,467,176,3,441
948,467,168,2,319
949,468,467,2,317
950,468,472,1,155
951,468,478,3,222
952,469,194,1,426
953,470,137,3,225
954,471,238,1,377
955,471,233,1,359
956,471,231,3,116
957,472,641,2,99
958,473,390,2,232
959,473,386,2,435
960,474,599,1,242
961,474,594,2,336
962,475,474,1,192
963,476,682,3,257
964,476,686,3,254
965,476,676,1,439
966,477,397,1,456
967,477,396,1,272
968,477,394,2,443
969,478,689,2,426
970,478,677,1,120
971,479,318,1,237
972,479,322,3,204
973,480,633,3,217
974,480,640,3,437
975,481,359,1,164
976,482,696,1,162
977,483,330,1,429
978,484,77,1,172
979,484,81,3,414
980,485,503,1,378
981,485,505,1,402
982,485,509,2,114
983,486,633,2,217
984,486,632,1,204
985,486,641,3,99
986,487,571,1,309
987,487,585,1,127
988,487,582,3,433
989,488,158,3,281
990,488,165,3,337
991,489,302,3,482
992,489,309,3,414
993,490,182,1,98
994,491,80,2,488
995,491,84,1,492
996,492,193,1,202
997,492,187,1,483
998,492,186,3,349
999,493,205,1,235
1000,493,200,2,479
1001,493,202,2,471
1002,494,623,2,147
1003,494,620,3,405
1004,494,625,3,198
1005,495,103,1,216
1006,495,99,1,158
1007,495,96,1,354
1008,496,597,1,479
1009,496,594,3,336
1010,496,592,3,443
1011,497,320,3,220
1012,497,323,2,221
1013,498,59,2,323
1014,498,48,1,303
1015,498,47,2,87
1016,499,284,1,216
1017,499,274,2,382
1018,499,273,2,221
1019,500,552,2,388
1020,500,548,2,366
1021,501,580,2,237
1022,502,152,2,352
1023,502,161,2,491
1024,502,165,1,337
1025,503,97,3,108
1026,503,99,3,158
1027,503,104,1,334
1028,504,574,3,312
1029,504,577,3,493
1030,504,575,1,405
1031,505,576,2,131
1032,505,579,2,105
1033,505,577,3,493
1034,506,720,3,410
1035,506,712,3,453
1036,507,505,1,402
1037,507,502,3,307
1038,508,358,3,417
1039,509,712,3,453
1040,510,72,2,380
1041,510,63,1,268
1042,510,70,3,123
1043,511,108,1,120
1044,511,107,3,419
1045,511,106,3,120
1046,512,529,2,491
1047,512,535,1,447
1048,512,530,3,135
1049,513,198,3,472
1050,514,235,1,451
1051,515,148,1,192
1052,515,144,2,461
1053,515,137,1,225
1054,516,68,2,420
1055,516,73,3,164
1056,516,67,2,473
1057,517,650,3,434
1058,517,655,1,331
1059,518,320,2,220
1060,519,192,1,193
1061,519,190,1,408
1062,519,193,3,202
1063,520,210,1,387
1064,521,436,3,128
1065,522,428,2,88
1066,522,435,3,190
1067,523,597,3,479
1068,524,501,3,427
1069,525,234,2,348
1070,525,237,1,457
1071,526,403,1,466
1072,526,393,3,473
1073,526,399,3,466
1074,527,518,2,181
1075,528,586,1,453
1076,528,599,2,242
1077,529,665,2,186
1078,529,661,2,491
1079,530,178,3,361
1080,530,171,3,268
1081,531,465,2,92
1082,531,461,2,495
1083,532,460,2,290
1084,533,168,1,319
1085,533,166,2,498
1086,534,589,1,98
1087,534,590,1,425
1088,535,505,2,402
1089,536,77,2,172
1090,536,85,2,167
1091,537,231,2,116
1092,537,237,3,457
1093,537,228,1,477
1094,538,97,1,108
1095,539,703,3,270
1096,540,201,1,254
1097,540,208,3,377
1098,541,479,1,442
1099,541,473,3,254
1100,541,478,1,222
1101,542,521,3,402
1102,542,517,1,147
1103,542,512,3,147
1104,543,413,2,178
1105,544,242,2,364
1106,545,533,2,158
1107,545,540,3,459
1108,546,697,2,409
1109,547,344,2,196
1110,547,342,2,239
1111,547,338,1,430
1112,548,281,3,129
1113,548,271,1,233
1114,548,282,1,115
1115,549,3,1,133
1116,550,115,3,120
1117,550,107,2,419
1118,550,109,1,381
1119,551,723,3,370
1120,551,734,1,299
1121,552,288,2,177
1122,553,106,3,120
1123,554,500,2,460
1124,554,503,3,378
1125,555,143,2,387
1126,556,84,1,492
1127,556,77,3,172
1128,556,82,3,302
1129,557,452,1,281
1130,557,462,1,102
1131,557,454,2,190
1132,558,556,3,476
1133,558,559,1,204
1134,559,159,1,479
1135,560,35,2,214
1136,561,321,3,290
1137,561,327,3,300
1138,562,344,3,196
1139,563,143,2,387
1140,563,146,3,125
1141,564,10,1,493
1142,564,9,1,108
1143,564,6,1,375
1144,565,683,1,378
1145,565,686,2,254
1146,566,242,2,364
1147,566,251,2,474
1148,566,253,3,394
1149,567,391,3,325
1150,567,397,2,456
1151,568,403,3,466
1152,568,401,3,466
1153,568,395,1,171
1154,569,309,3,414
1155,570,51,2,212
1156,571,73,3,164
1157,571,72,1,380
1158,571,75,2,167
1159,572,514,3,495
1160,572,515,3,346
1161,573,110,1,424
1162,573,117,3,206
1163,574,505,3,402
1164,574,503,2,378
1165,575,373,1,232
1166,576,656,1,239
1167,576,652,3,261
1168,577,41,2,293
1169,577,34,2,422
1170,578,284,2,216
1171,578,281,1,129
1172,578,283,1,143
1173,579,183,3,126
1174,579,182,3,98
1175,579,192,2,193
1176,580,277,1,171
1177,580,276,3,255
1178,581,188,3,462
1179,582,433,3,338
1180,583,67,2,473
1181,584,618,2,300
1182,584,620,3,405
1183,585,335,2,434
1184,585,333,1,156
1185,585,343,3,473
1186,586,107,3,419
1187,587,18,1,112
1188,588,322,1,204
1189,589,398,1,85
1190,589,397,1,456
1191,589,405,3,185
1192,590,421,1,172
1193,590,431,1,354
1194,590,425,2,96
1195,591,122,1,380
1196,591,129,1,273
1197,592,578,2,226
1198,593,159,2,479
1199,593,163,3,247
1200,594,516,3,220
1201,594,512,3,147
1202,595,737,2,393
1203,595,738,2,86
1204,596,148,3,192
1205,597,327,3,300
1206,598,83,2,376
1207,598,85,1,167
1208,599,155,2,476
1209,600,557,3,495
1210,600,567,2,195
1211,601,467,1,317
1212,601,469,3,281
1213,602,50,3,226
1214,602,56,1,214
1215,603,582,1,433
1216,603,578,3,226
1217,604,629,3,303
1218,604,616,2,172
1219,604,622,3,393
1220,605,104,3,334
1221,605,96,3,354
1222,605,101,1,265
1223,606,430,1,336
1224,607,738,2,86
1225,607,739,1,443
1226,607,737,2,393
1227,608,531,2,108
1228,608,530,1,135
1229,609,597,3,479
1230,609,600,3,175
1231,610,105,1,192
1232,610,96,1,354
1233,610,103,1,216
1234,611,696,3,162
1235,611,703,3,270
1236,611,694,3,328
1237,612,53,1,204
1238,612,56,2,214
1239,612,57,3,239
1240,613,458,2,209
1241,613,462,3,102
1242,614,569,3,155
1243,614,566,1,244
1244,614,561,2,413
1245,615,557,3,495
1246,615,560,1,396
1247,615,570,3,170
1248,616,259,1,383
1249,616,265,2,96
1250,617,732,2,261
1251,618,742,3,113
1252,618,740,2,241
1253,619,260,2,348
1254,620,94,2,307
1255,621,337,3,323
1256,621,335,2,434
1257,622,476,1,268
1258,622,472,3,155
1259,622,477,3,203
1260,623,624,3,352
1261,623,616,3,172
1262,623,618,3,300
1263,624,459,2,383
1264,624,457,2,231
1265,625,445,1,444
1266,626,559,2,204
1267,626,566,3,244
1268,627,498,1,138
1269,627,510,1,333
1270,628,13,1,467
1271,629,201,1,254
1272,630,119,2,475
1273,630,108,3,120
1274,631,349,2,485
1275,632,318,1,237
1276,632,325,1,437
1277,633,273,1,221
1278,633,275,1,415
1279,633,272,2,458
1280,634,300,3,177
1281,634,295,3,400
1282,634,286,1,81
1283,635,576,1,131
1284,636,97,2,108
1285,636,104,1,334
1286,637,217,1,496
1287,638,718,1,96
1288,639,618,1,300
1289,639,628,3,371
1290,640,100,3,83
1291,640,92,2,316
1292,641,638,2,418
1293,642,587,2,365
1294,642,594,1,336
1295,643,143,3,387
1296,643,138,3,473
1297,644,537,2,179
1298,644,529,3,491
1299,644,526,2,310
1300,645,171,1,268
1301,645,174,3,422
1302,646,214,2,139
1303,647,277,1,171
1304,648,366,1,496
1305,649,523,2,273
1306,650,139,2,448
1307,650,147,3,136
1308,651,673,3,333
1309,651,662,1,355
1310,651,671,3,169
1311,652,16,2,296
1312,653,166,3,498
1313,653,180,3,340
1314,653,179,3,129
1315,654,39,2,171
1316,654,40,3,179
1317,655,144,2,461
1318,655,147,1,136
1319,656,706,3,356
1320,656,717,3,287
1321,657,677,1,120
1322,657,678,1,290
1323,658,218,3,80
1324,659,31,2,487
1325,659,35,1,214
1326,660,90,3,200
1327,661,329,3,475
1328,661,319,1,445
1329,662,419,1,282
1330,662,418,3,473
1331,663,349,1,485
1332,664,534,2,245
1333,664,536,2,311
1334,665,95,2,288
1335,665,101,1,265
1336,665,104,1,334
1337,666,313,1,356
1338,667,631,3,237
1339,667,644,2,215
1340,667,632,2,204
1341,668,213,3,267
1342,668,216,2,338
1343,668,225,1,390
1344,669,740,2,241
1345,670,89,1,423
1346,671,45,1,236
1347,671,40,1,179
1348,672,596,1,87
1349,673,280,1,375
1350,673,284,1,216
1351,674,262,3,134
1352,674,268,3,391
1353,674,269,2,413
1354,675,241,3,175
1355,675,252,3,409
1356,676,48,3,303
1357,677,709,1,397
1358,677,706,3,356
1359,677,715,3,304
