order_id,delivery_time
356,00:35:00
357,00:36:00
358,00:56:00
359,00:45:00
360,00:25:00
361,00:20:00
362,00:52:00
363,00:40:00
364,00:24:00
365,00:32:00
366,00:20:00
367,00:52:00
368,00:25:00
369,00:50:00
370,00:25:00
371,00:21:00
372,00:47:00
373,00:38:00
374,00:35:00
375,00:53:00
376,01:07:00
377,01:08:00
378,01:09:00
379,00:41:00
380,00:31:00
381,00:42:00
382,00:45:00
383,00:41:00
384,00:20:00
385,00:50:00
386,00:58:00
387,00:58:00
388,00:28:00
389,00:35:00
390,00:59:00
391,00:57:00
392,00:34:00
393,00:48:00
394,00:26:00
395,00:58:00
396,00:28:00
397,00:40:00
398,00:47:00
399,00:48:00
400,00:37:00
401,00:45:00
402,01:06:00
403,00:41:00
404,00:51:00
405,00:59:00
406,01:09:00
407,00:50:00
408,01:04:00
409,00:46:00
410,00:32:00
411,00:36:00
412,00:47:00
413,00:24:00
414,00:40:00
415,00:44:00
416,01:03:00
417,00:21:00
418,00:51:00
419,00:29:00
420,00:26:00
421,00:54:00
422,00:37:00
423,01:00:00
424,01:03:00
425,00:23:00
426,01:06:00
427,00:39:00
428,01:01:00
429,00:43:00
430,00:51:00
431,00:59:00
432,01:05:00
433,00:36:00
434,00:32:00
435,01:06:00
436,01:06:00
437,00:35:00
438,00:43:00
439,00:49:00
440,00:40:00
441,00:34:00
442,00:49:00
443,00:20:00
444,00:46:00
445,00:43:00
446,00:25:00
447,00:40:00
448,00:42:00
449,00:34:00
450,00:43:00
451,00:23:00
452,01:09:00
453,00:40:00
454,00:38:00
455,00:33:00
456,00:43:00
457,00:22:00
458,00:38:00
459,00:44:00
460,00:48:00
461,00:36:00
462,00:36:00
463,00:32:00
464,00:23:00
465,01:05:00
466,01:09:00
467,00:56:00
468,00:58:00
469,01:09:00
470,00:49:00
471,00:51:00
472,01:00:00
473,00:23:00
474,00:39:00
475,00:38:00
476,00:58:00
477,00:37:00
478,00:49:00
479,00:24:00
480,00:53:00
481,01:05:00
482,00:32:00
483,00:30:00
484,00:24:00
485,00:29:00
486,00:53:00
487,00:50:00
488,01:09:00
489,00:55:00
490,01:09:00
491,00:30:00
492,00:44:00
493,01:06:00
494,00:58:00
495,00:47:00
496,00:42:00
497,00:35:00
498,01:08:00
499,01:07:00
500,01:09:00
501,00:39:00
502,01:02:00
503,00:57:00
504,01:03:00
505,00:40:00
506,00:44:00
507,00:50:00
508,00:42:00
509,00:54:00
510,00:48:00
511,01:08:00
512,01:07:00
513,00:42:00
514,01:07:00
515,00:59:00
516,00:58:00
517,01:06:00
518,00:46:00
519,00:58:00
520,00:25:00
521,00:30:00
522,00:58:00
523,00:23:00
524,00:38:00
525,01:06:00
526,00:54:00
527,00:48:00
528,00:25:00
529,00:25:00
530,00:30:00
531,01:00:00
532,00:51:00
533,00:25:00
534,00:39:00
535,00:53:00
536,00:41:00
537,00:48:00
538,00:20:00
539,00:34:00
540,00:51:00
541,00:33:00
542,00:26:00
543,00:26:00
544,00:24:00
545,00:58:00
546,00:41:00
547,00:52:00
548,00:55:00
549,00:29:00
550,01:06:00
551,00:50:00
552,00:42:00
553,01:05:00
554,00:26:00
555,00:50:00
556,01:04:00
557,00:20:00
558,00:41:00
559,00:44:00
560,00:43:00
561,00:24:00
562,00:29:00
563,00:55:00
564,00:37:00
565,00:26:00
566,00:39:00
567,00:51:00
568,00:33:00
569,00:26:00
570,01:04:00
571,00:30:00
572,00:48:00
573,00:53:00
574,00:34:00
575,00:28:00
576,00:23:00
577,00:58:00
578,00:23:00
579,00:25:00
580,00:25:00
581,00:34:00
582,01:04:00
583,00:24:00
584,01:09:00
585,00:58:00
586,00:57:00
587,01:09:00
588,00:24:00
589,00:43:00
590,00:50:00
591,00:35:00
592,00:28:00
593,00:38:00
594,00:25:00
595,00:55:00
596,01:01:00
597,00:41:00
598,00:42:00
599,00:39:00
600,00:57:00
601,00:23:00
602,00:43:00
603,00:59:00
604,00:59:00
605,00:44:00
606,00:28:00
607,00:40:00
608,01:01:00
609,00:58:00
610,01:06:00
611,01:07:00
612,01:07:00
613,00:26:00
614,00:51:00
615,00:53:00
616,00:36:00
617,00:47:00
618,00:45:00
619,00:34:00
620,00:38:00
621,00:31:00
622,00:37:00
623,00:31:00
624,00:57:00
625,00:59:00
626,00:38:00
627,00:59:00
628,00:55:00
629,00:49:00
630,00:46:00
631,01:05:00
632,00:33:00
633,00:59:00
634,00:45:00
635,01:05:00
636,00:21:00
637,01:03:00
638,00:33:00
639,00:24:00
640,00:47:00
641,00:45:00
642,00:32:00
643,00:35:00
644,00:49:00
645,00:54:00
646,00:43:00
647,00:25:00
648,00:29:00
649,00:24:00
650,00:59:00
651,00:29:00
652,01:08:00
653,00:48:00
654,01:05:00
655,00:44:00
656,00:35:00
657,00:57:00
658,00:32:00
659,00:21:00
660,01:08:00
661,00:48:00
662,00:30:00
663,00:46:00
664,00:51:00
665,00:35:00
666,00:37:00
667,00:46:00
668,00:56:00
669,00:37:00
670,00:59:00
671,00:53:00
672,00:49:00
673,00:50:00
674,00:35:00
675,00:41:00
676,00:28:00
677,00:59:00
678,01:04:00
679,00:43:00
680,00:49:00
681,00:37:00
682,00:34:00
683,01:02:00
684,00:30:00
685,01:02:00
686,00:48:00
687,00:51:00
688,00:45:00
689,00:29:00
690,00:59:00
691,00:26:00
692,00:49:00
693,00:20:00
694,00:32:00
695,01:02:00
696,00:21:00
697,00:54:00
698,00:33:00
699,00:47:00
700,00:45:00
701,00:25:00
702,00:44:00
703,00:49:00
704,00:47:00
705,01:08:00
706,00:49:00
707,00:27:00
708,01:00:00
709,00:29:00
710,01:09:00
711,00:55:00
712,00:55:00
713,01:02:00
714,00:27:00
715,00:25:00
716,01:09:00
717,00:48:00
718,00:20:00
719,00:24:00
720,01:06:00
721,00:54:00
722,00:41:00
723,01:09:00
724,00:31:00
725,00:48:00
726,00:30:00
727,00:26:00
728,00:37:00
729,00:28:00
730,00:28:00
731,00:46:00
732,01:06:00
733,00:20:00
734,00:59:00
735,00:37:00
736,01:05:00
737,00:23:00
738,00:44:00
739,01:07:00
740,00:50:00
741,01:06:00
742,01:09:00
743,00:49:00
744,00:53:00
745,00:20:00
746,00:36:00
747,00:34:00
748,00:49:00
749,00:29:00
750,00:46:00
751,01:09:00
752,00:59:00
753,00:24:00
754,00:44:00
755,00:24:00
756,00:51:00
757,00:29:00
758,00:28:00
759,01:08:00
760,00:43:00
761,01:03:00
762,00:32:00
763,01:04:00
764,00:39:00
765,00:48:00
766,00:47:00
767,01:06:00
768,00:43:00
769,00:34:00
770,01:06:00
771,00:39:00
772,01:00:00
773,00:52:00
774,00:54:00
775,01:04:00
776,00:24:00
777,00:39:00
778,00:21:00
779,00:22:00
780,00:32:00
781,00:39:00
782,00:32:00
783,00:44:00
784,00:31:00
785,01:01:00
786,00:32:00
787,00:52:00
788,00:23:00
789,00:32:00
790,00:23:00
791,00:55:00
792,00:28:00
793,01:01:00
794,00:57:00
795,00:30:00
796,00:56:00
797,00:45:00
798,00:56:00
799,00:24:00
800,00:24:00
801,01:08:00
802,00:42:00
803,00:54:00
804,00:31:00
805,01:04:00
806,00:45:00
807,00:33:00
808,00:36:00
809,00:35:00
810,01:06:00
811,01:03:00
812,00:37:00
813,01:06:00
814,01:06:00
815,01:00:00
816,00:33:00
817,00:47:00
818,00:43:00
819,01:02:00
820,00:22:00
821,00:34:00
822,00:42:00
823,01:08:00
824,00:44:00
825,00:58:00
826,01:05:00
827,00:32:00
828,01:04:00
829,01:08:00
830,00:49:00
831,00:42:00
832,00:20:00
833,00:34:00
834,01:06:00
835,00:55:00
836,00:54:00
837,00:28:00
838,00:39:00
839,00:54:00
840,01:08:00
841,00:52:00
842,00:22:00
843,00:32:00
844,00:52:00
845,00:39:00
846,00:24:00
847,01:01:00
848,00:27:00
849,00:24:00
850,00:28:00
851,00:21:00
852,00:48:00
853,00:43:00
854,00:42:00
855,01:01:00
856,00:21:00
857,00:40:00
858,00:48:00
859,00:47:00
860,00:38:00
861,01:01:00
862,00:28:00
863,00:44:00
864,01:04:00
865,00:34:00
866,00:36:00
867,00:43:00
868,00:34:00
869,00:37:00
870,00:27:00
871,00:26:00
872,01:00:00
873,01:05:00
874,00:43:00
875,00:57:00
876,01:00:00
877,00:35:00
878,00:39:00
879,00:49:00
880,00:21:00
881,00:56:00
882,00:55:00
883,00:24:00
884,00:50:00
885,00:20:00
886,00:35:00
887,00:21:00
888,01:07:00
889,00:53:00
890,01:07:00
891,00:43:00
892,00:20:00
893,00:59:00
894,01:06:00
895,00:53:00
896,00:25:00
897,00:51:00
898,00:33:00
899,00:38:00
900,00:34:00
901,01:08:00
902,00:47:00
903,01:09:00
904,00:37:00
905,00:44:00
906,01:07:00
907,00:22:00
908,00:39:00
909,00:53:00
910,00:47:00
911,01:04:00
912,00:55:00
913,00:40:00
914,00:30:00
915,01:07:00
916,00:35:00
917,00:56:00
918,00:26:00
919,00:34:00
920,01:03:00
921,00:48:00
922,01:08:00
923,00:51:00
924,00:36:00
925,00:45:00
926,00:21:00
927,01:08:00
928,00:52:00
929,00:42:00
930,01:07:00
931,00:31:00
932,01:06:00
933,00:37:00
934,01:03:00
935,00:33:00
936,00:28:00
937,00:41:00
938,00:27:00
939,00:23:00
940,00:52:00
941,00:38:00
942,00:42:00
943,00:27:00
944,00:20:00
945,00:27:00
946,00:38:00
947,00:54:00
948,00:36:00
949,00:28:00
950,01:09:00
951,00:41:00
952,01:02:00
953,00:57:00
954,00:56:00
955,01:09:00
956,00:43:00
957,00:33:00
958,01:09:00
959,00:33:00
960,00:45:00
961,00:30:00
962,00:57:00
963,01:09:00
964,00:24:00
965,00:20:00
966,00:49:00
967,01:08:00
968,00:40:00
969,00:21:00
970,00:57:00
971,00:55:00
972,00:52:00
973,00:59:00
974,00:31:00
975,00:32:00
976,00:48:00
977,00:44:00
978,00:38:00
979,00:26:00
980,00:21:00
981,00:39:00
982,00:21:00
983,00:37:00
984,00:44:00
985,01:08:00
986,01:03:00
987,00:51:00
988,00:26:00
989,00:21:00
990,00:58:00
991,00:26:00
992,00:23:00
993,00:24:00
994,00:56:00
995,00:42:00
996,00:27:00
997,00:47:00
998,00:53:00
999,01:07:00
1000,00:23:00
1001,00:43:00
1002,00:39:00
1003,00:37:00
1004,00:30:00
1005,00:46:00
1006,00:55:00
1007,00:33:00
1008,00:40:00
1009,00:57:00
1010,00:38:00
1011,00:58:00
1012,01:06:00
1013,00:35:00
1014,00:42:00
1015,00:43:00
1016,00:21:00
1017,00:37:00
1018,00:23:00
1019,00:35:00
1020,00:54:00
1021,00:30:00
1022,01:04:00
1023,01:04:00
1024,01:08:00
1025,00:23:00
1026,00:27:00
1027,01:05:00
1028,00:27:00
1029,00:42:00
1030,00:21:00
1031,00:43:00
1032,00:55:00
1033,01:01:00
1034,00:49:00
1035,00:30:00
1036,00:21:00
1037,00:59:00
1038,00:25:00
1039,00:43:00
1040,00:40:00
1041,00:24:00
1042,01:02:00
1043,00:22:00
1044,00:42:00
1045,00:50:00
1046,00:44:00
1047,00:50:00
1048,00:27:00
1049,00:29:00
1050,00:22:00
1051,00:34:00
1052,00:45:00
1053,00:45:00
1054,00:33:00
1055,00:34:00
1056,00:28:00
1057,00:31:00
1058,00:32:00
1059,01:04:00
1060,00:49:00
1061,00:57:00
1062,00:47:00
1063,01:07:00
1064,00:45:00
1065,00:56:00
1066,00:39:00
1067,00:49:00
1068,01:03:00
1069,00:54:00
1070,00:31:00
1071,00:43:00
1072,00:34:00
1073,01:07:00
1074,00:51:00
1075,00:23:00
1076,00:24:00
1077,00:51:00
1078,00:59:00
1079,00:23:00
1080,00:32:00
1081,00:31:00
1082,00:20:00
1083,00:56:00
1084,00:54:00
1085,00:57:00
1086,00:51:00
1087,00:25:00
1088,00:39:00
1089,01:01:00
1090,00:47:00
1091,00:29:00
1092,01:06:00
1093,00:36:00
1094,00:21:00
1095,00:20:00
1096,01:01:00
1097,00:47:00
1098,00:46:00
1099,00:23:00
1100,01:07:00
1101,00:32:00
1102,00:31:00
1103,00:22:00
1104,00:29:00
1105,00:30:00
1106,00:38:00
1107,00:23:00
1108,00:23:00
1109,00:36:00
1110,00:44:00
1111,01:07:00
1112,01:07:00
1113,01:00:00
1114,00:49:00
1115,00:40:00
1116,00:47:00
1117,00:57:00
1118,00:23:00
1119,00:41:00
1120,00:47:00
1121,00:20:00
1122,00:34:00
1123,00:59:00
1124,01:04:00
1125,00:32:00
1126,00:59:00
1127,00:41:00
1128,00:54:00
1129,00:24:00
1130,00:51:00
1131,00:46:00
1132,00:44:00
1133,00:48:00
1134,01:09:00
1135,00:48:00
1136,00:25:00
1137,01:03:00
1138,01:08:00
1139,00:30:00
1140,00:40:00
1141,00:51:00
1142,01:07:00
1143,00:43:00
1144,00:45:00
1145,00:27:00
1146,00:43:00
1147,01:08:00
1148,00:33:00
1149,01:03:00
1150,00:29:00
1151,00:59:00
1152,00:37:00
1153,00:49:00
1154,00:33:00
1155,00:52:00
1156,00:31:00
1157,00:26:00
1158,01:09:00
1159,00:21:00
1160,00:27:00
1161,01:05:00
1162,00:42:00
1163,00:20:00
1164,00:30:00
1165,01:09:00
1166,00:45:00
1167,00:44:00
1168,00:57:00
1169,00:57:00
1170,00:53:00
1171,01:03:00
1172,00:22:00
1173,00:42:00
1174,00:24:00
1175,00:41:00
1176,00:41:00
1177,01:01:00
1178,00:24:00
1179,00:35:00
1180,00:38:00
1181,00:22:00
1182,00:45:00
1183,00:40:00
1184,01:05:00
1185,00:43:00
1186,01:00:00
1187,00:50:00
1188,01:07:00
1189,00:45:00
1190,00:40:00
1191,00:59:00
1192,00:52:00
1193,00:52:00
1194,00:37:00
1195,00:42:00
1196,01:06:00
1197,00:58:00
1198,00:29:00
1199,00:57:00
1200,00:43:00
1201,00:53:00
1202,01:04:00
1203,01:00:00
1204,00:31:00
1205,00:45:00
1206,00:41:00
1207,00:40:00
1208,00:22:00
1209,00:44:00
1210,01:07:00
1211,00:48:00
1212,00:52:00
1213,00:57:00
1214,00:47:00
1215,00:49:00
1216,00:58:00
1217,01:07:00
1218,00:50:00
1219,00:28:00
1220,00:49:00
1221,00:53:00
1222,00:35:00
1223,01:09:00
1224,00:27:00
1225,00:20:00
1226,00:40:00
1227,01:00:00
1228,01:00:00
1229,01:05:00
1230,00:28:00
1231,00:32:00
1232,00:25:00
1233,00:33:00
1234,01:02:00
1235,00:28:00
1236,00:46:00
1237,00:47:00
1238,00:30:00
1239,00:54:00
1240,00:22:00
1241,00:46:00
1242,00:37:00
1243,00:21:00
1244,00:23:00
1245,01:03:00
1246,00:40:00
1247,01:08:00
1248,00:57:00
1249,00:34:00
1250,00:29:00
1251,00:46:00
1252,00:23:00
1253,00:52:00
1254,00:26:00
1255,00:57:00
1256,01:06:00
1257,00:34:00
1258,00:21:00
1259,00:42:00
1260,00:43:00
1261,00:58:00
1262,00:25:00
1263,00:33:00
1264,00:53:00
1265,00:28:00
1266,00:29:00
1267,00:47:00
1268,01:04:00
1269,00:50:00
1270,00:47:00
1271,01:05:00
1272,00:35:00
1273,00:28:00
1274,00:46:00
1275,00:56:00
1276,00:38:00
1277,00:42:00
1278,00:22:00
1279,00:59:00
1280,00:52:00
1281,01:09:00
1282,01:01:00
1283,00:20:00
1284,00:54:00
1285,00:39:00
1286,00:49:00
1287,00:53:00
1288,00:32:00
1289,00:24:00
1290,00:49:00
1291,00:42:00
1292,00:25:00
1293,01:04:00
1294,00:53:00
1295,00:53:00
1296,00:40:00
1297,01:06:00
1298,01:06:00
1299,00:29:00
1300,01:01:00
1301,00:31:00
1302,01:09:00
1303,00:26:00
1304,00:56:00
1305,00:42:00
1306,01:02:00
1307,00:52:00
1308,00:30:00
1309,00:21:00
1310,00:51:00
1311,00:22:00
1312,00:27:00
1313,00:29:00
1314,00:29:00
1315,01:02:00
1316,00:36:00
1317,00:48:00
1318,00:51:00
1319,00:34:00
1320,00:55:00
1321,00:35:00
1322,00:53:00
1323,00:58:00
1324,00:39:00
1325,00:31:00
1326,00:56:00
1327,00:20:00
1328,00:45:00
1329,01:09:00
1330,00:22:00
1331,00:23:00
1332,00:47:00
1333,00:26:00
1334,01:01:00
1335,00:27:00
1336,01:04:00
1337,00:50:00
1338,00:57:00
1339,00:41:00
1340,00:36:00
1341,00:36:00
1342,00:32:00
1343,00:26:00
1344,00:48:00
1345,00:48:00
1346,00:47:00
1347,00:36:00
1348,00:46:00
1349,00:38:00
1350,00:49:00
1351,00:23:00
1352,00:33:00
1353,00:46:00
1354,01:00:00
1355,00:58:00
1356,01:00:00
1357,00:30:00
1358,00:32:00
1359,00:26:00
1360,00:51:00
1361,00:38:00
1362,01:09:00
1363,00:56:00
1364,00:42:00
1365,01:01:00
1366,00:24:00
1367,00:42:00
1368,00:25:00
1369,00:33:00
1370,00:59:00
1371,00:45:00
1372,01:02:00
1373,01:08:00
1374,00:58:00
1375,01:09:00
1376,00:34:00
1377,00:58:00
1378,00:37:00
1379,00:43:00
1380,00:56:00
1381,00:39:00
1382,00:37:00
1383,00:21:00
1384,00:57:00
1385,00:45:00
1386,00:27:00
1387,01:00:00
1388,00:27:00
1389,00:55:00
1390,00:37:00
1391,00:35:00
1392,00:26:00
1393,00:27:00
1394,00:55:00
1395,00:27:00
1396,00:28:00
1397,01:07:00
1398,00:44:00
1399,00:45:00
1400,00:35:00
1401,01:09:00
1402,00:41:00
1403,01:01:00
1404,00:53:00
1405,00:36:00
1406,00:45:00
1407,01:08:00
1408,01:06:00
1409,00:48:00
1410,00:36:00
1411,01:07:00
1412,01:09:00
1413,01:04:00
1414,00:29:00
1415,00:25:00
1416,00:49:00
1417,00:44:00
1418,00:33:00
1419,00:37:00
1420,00:22:00
1421,00:55:00
1422,00:39:00
1423,00:33:00
1424,00:43:00
1425,01:05:00
1426,00:24:00
1427,00:38:00
1428,00:30:00
1429,00:42:00
1430,00:44:00
1431,00:49:00
1432,01:01:00
1433,00:41:00
1434,00:47:00
1435,01:02:00
1436,00:23:00
1437,01:07:00
1438,00:55:00
1439,00:51:00
1440,00:58:00
1441,00:48:00
1442,00:38:00
1443,00:26:00
1444,00:28:00
1445,00:40:00
1446,01:03:00
1447,00:40:00
1448,00:42:00
1449,01:04:00
1450,01:06:00
1451,01:05:00
1452,00:32:00
1453,00:27:00
1454,00:52:00
1455,00:24:00
1456,00:47:00
1457,00:27:00
1458,00:41:00
1459,00:23:00
1460,00:24:00
1461,00:46:00
1462,00:48:00
1463,00:52:00
1464,00:20:00
1465,00:52:00
1466,00:46:00
1467,00:29:00
1468,00:48:00
1469,01:05:00
1470,00:37:00
1471,00:56:00
1472,01:06:00
1473,00:45:00
1474,00:57:00
1475,01:06:00
1476,00:47:00
1477,00:33:00
1478,00:46:00
1479,00:58:00
1480,00:24:00
1481,00:36:00
1482,00:44:00
1483,01:05:00
1484,00:25:00
1485,00:27:00
1486,00:45:00
1487,01:08:00
1488,01:02:00
1489,00:37:00
1490,00:21:00
1491,00:52:00
1492,00:48:00
1493,00:38:00
1494,00:52:00
1495,00:49:00
1496,00:26:00
1497,00:21:00
1498,00:54:00
1499,00:58:00
1500,00:32:00
1501,01:05:00
1502,00:46:00
1503,00:36:00
1504,00:24:00
1505,00:56:00
1506,00:58:00
1507,00:25:00
1508,01:07:00
1509,00:55:00
1510,00:39:00
1511,01:08:00
1512,01:09:00
1513,00:36:00
1514,00:54:00
1515,00:49:00
1516,00:59:00
1517,00:24:00
1518,00:57:00
1519,00:32:00
1520,00:39:00
1521,00:49:00
1522,00:21:00
1523,01:05:00
1524,00:41:00
1525,01:07:00
1526,00:27:00
1527,00:59:00
1528,00:31:00
1529,00:58:00
1530,00:30:00
1531,00:40:00
1532,00:26:00
1533,00:45:00
1534,00:32:00
1535,00:30:00
1536,00:35:00
1537,00:56:00
1538,00:30:00
1539,00:32:00
1540,00:49:00
1541,00:50:00
1542,00:48:00
1543,01:02:00
1544,00:28:00
1545,01:09:00
1546,00:38:00
1547,00:23:00
1548,00:30:00
1549,00:25:00
1550,00:55:00
1551,00:25:00
1552,01:05:00
1553,00:48:00
1554,00:32:00
1555,00:59:00
1556,00:37:00
1557,00:47:00
1558,00:45:00
1559,00:33:00
1560,00:24:00
1561,00:32:00
1562,00:57:00
1563,00:40:00
1564,00:42:00
1565,00:38:00
1566,00:43:00
1567,00:27:00
1568,01:07:00
1569,00:44:00
1570,00:59:00
1571,00:59:00
1572,00:46:00
1573,00:30:00
1574,00:28:00
1575,00:39:00
1576,01:04:00
1577,01:00:00
1578,00:31:00
1579,01:02:00
1580,00:31:00
1581,00:39:00
1582,00:40:00
1583,01:00:00
1584,00:40:00
1585,00:48:00
1586,00:49:00
1587,00:55:00
1588,00:53:00
1589,00:53:00
1590,00:35:00
1591,00:59:00
1592,00:32:00
1593,00:29:00
1594,00:57:00
1595,00:23:00
1596,01:01:00
1597,00:47:00
1598,00:37:00
1599,00:45:00
1600,00:51:00
1601,00:21:00
1602,00:24:00
1603,00:51:00
1604,00:50:00
1605,00:43:00
1606,00:57:00
1607,00:52:00
1608,00:25:00
1609,00:24:00
1610,00:51:00
1611,00:23:00
1612,00:53:00
1613,00:45:00
1614,00:41:00
1615,00:54:00
1616,00:46:00
1617,01:08:00
1618,00:44:00
1619,01:01:00
1620,00:32:00
1621,00:25:00
1622,00:31:00
1623,00:26:00
1624,00:38:00
1625,01:07:00
1626,00:48:00
1627,00:22:00
1628,00:50:00
1629,01:06:00
1630,01:01:00
1631,00:39:00
1632,00:40:00
1633,00:55:00
1634,01:00:00
1635,00:59:00
1636,00:57:00
1637,01:04:00
1638,01:09:00
1639,00:36:00
1640,00:43:00
1641,01:00:00
1642,00:56:00
1643,00:58:00
1644,00:21:00
1645,00:49:00
1646,00:46:00
1647,00:54:00
1648,00:53:00
1649,00:42:00
1650,00:28:00
1651,00:26:00
1652,00:29:00
1653,01:00:00
1654,00:34:00
1655,00:29:00
1656,00:56:00
1657,01:03:00
1658,00:35:00
1659,01:09:00
1660,00:21:00
1661,00:26:00
1662,00:37:00
1663,00:59:00
1664,00:20:00
